0   , 1150365, 383    , 381    , 38     , 48     , 10     
1   , 1150415, 383    , 381    , 38     , 48     , 10     
2   , 1150465, 383    , 376    , 38     , 44     , 10     
3   , 1150515, 383    , 376    , 38     , 44     , 10     
4   , 1150565, 383    , 380    , 38     , 50     , 10     
5   , 1150615, 383    , 380    , 38     , 50     , 10     
6   , 1150665, 380    , 378    , 38     , 50     , 10     
7   , 1150715, 380    , 378    , 38     , 50     , 10     
8   , 1150765, 381    , 376    , 38     , 48     , 10     
9   , 1150815, 381    , 376    , 38     , 48     , 10     
10  , 1150865, 385    , 378    , 40     , 50     , 10     
11  , 1150915, 385    , 378    , 40     , 50     , 10     
12  , 1150965, 380    , 380    , 35     , 48     , 10     
13  , 1151015, 380    , 380    , 35     , 48     , 10     
14  , 1151065, 380    , 381    , 35     , 48     , 10     
15  , 1151115, 380    , 381    , 35     , 48     , 10     
16  , 1151165, 375    , 385    , 35     , 45     , 10     
17  , 1151215, 375    , 385    , 35     , 45     , 10     
18  , 1151265, 371    , 386    , 46     , 40     , 10     
19  , 1151315, 371    , 386    , 46     , 40     , 10     
20  , 1151365, 373    , 390    , 51     , 39     , 10     
21  , 1151415, 373    , 390    , 51     , 39     , 10     
22  , 1151465, 370    , 386    , 49     , 34     , 10     
23  , 1151515, 370    , 386    , 49     , 34     , 10     
24  , 1151565, 378    , 385    , 52     , 38     , 10     
25  , 1151615, 378    , 385    , 52     , 38     , 10     
26  , 1151665, 378    , 385    , 44     , 39     , 10     
27  , 1151715, 378    , 385    , 44     , 39     , 10     
28  , 1151765, 376    , 386    , 44     , 39     , 10     
29  , 1151815, 376    , 386    , 44     , 39     , 10     
30  , 1151865, 376    , 386    , 46     , 38     , 10     
31  , 1151915, 376    , 386    , 46     , 38     , 10     
32  , 1151965, 380    , 380    , 46     , 38     , 10     
33  , 1152015, 380    , 380    , 46     , 38     , 10     
34  , 1152065, 380    , 378    , 46     , 38     , 10     
35  , 1152115, 380    , 378    , 46     , 38     , 10     
36  , 1152165, 381    , 378    , 46     , 47     , 10     
37  , 1152215, 381    , 378    , 46     , 47     , 10     
38  , 1152265, 381    , 378    , 41     , 47     , 10     
39  , 1152315, 381    , 378    , 41     , 47     , 10     
40  , 1152365, 385    , 371    , 41     , 47     , 10     
41  , 1152415, 385    , 371    , 41     , 47     , 10     
42  , 1152465, 385    , 376    , 36     , 55     , 10     
43  , 1152515, 385    , 376    , 36     , 55     , 10     
44  , 1152565, 381    , 373    , 36     , 49     , 10     
45  , 1152615, 381    , 373    , 36     , 49     , 10     
46  , 1152665, 390    , 378    , 40     , 53     , 10     
47  , 1152715, 390    , 378    , 40     , 53     , 10     
48  , 1152765, 383    , 371    , 30     , 47     , 10     
49  , 1152815, 383    , 371    , 30     , 47     , 10     
50  , 1152865, 386    , 376    , 38     , 55     , 10     
51  , 1152915, 386    , 376    , 38     , 55     , 10     
52  , 1152965, 381    , 378    , 34     , 50     , 10     
53  , 1153015, 381    , 378    , 34     , 50     , 10     
54  , 1153065, 385    , 380    , 40     , 48     , 10     
55  , 1153115, 385    , 380    , 40     , 48     , 10     
56  , 1153165, 378    , 385    , 35     , 48     , 10     
57  , 1153215, 378    , 385    , 35     , 48     , 10     
58  , 1153265, 375    , 386    , 43     , 40     , 10     
59  , 1153315, 375    , 386    , 43     , 40     , 10     
60  , 1153365, 371    , 386    , 46     , 39     , 10     
61  , 1153415, 371    , 386    , 46     , 39     , 10     
62  , 1153465, 375    , 386    , 51     , 39     , 10     
63  , 1153515, 375    , 386    , 51     , 39     , 10     
64  , 1153565, 380    , 380    , 47     , 38     , 10     
65  , 1153615, 380    , 380    , 47     , 38     , 10     
66  , 1153665, 381    , 373    , 47     , 38     , 10     
67  , 1153715, 381    , 373    , 47     , 38     , 10     
68  , 1153765, 390    , 373    , 40     , 53     , 10     
69  , 1153815, 390    , 373    , 40     , 53     , 10     
70  , 1153865, 386    , 371    , 30     , 53     , 10     
71  , 1153915, 386    , 371    , 30     , 53     , 10     
72  , 1153965, 388    , 376    , 34     , 55     , 10     
73  , 1154015, 388    , 376    , 34     , 55     , 10     
74  , 1154065, 385    , 376    , 32     , 50     , 10     
75  , 1154115, 385    , 376    , 32     , 50     , 10     
76  , 1154165, 385    , 380    , 35     , 50     , 10     
77  , 1154215, 385    , 380    , 35     , 50     , 10     
78  , 1154265, 378    , 383    , 35     , 50     , 10     
79  , 1154315, 378    , 383    , 35     , 50     , 10     
80  , 1154365, 383    , 385    , 43     , 42     , 10     
81  , 1154415, 383    , 385    , 43     , 42     , 10     
82  , 1154465, 380    , 385    , 37     , 40     , 10     
83  , 1154515, 380    , 385    , 37     , 40     , 10     
84  , 1154565, 378    , 385    , 37     , 40     , 10     
85  , 1154615, 378    , 385    , 37     , 40     , 10     
86  , 1154665, 378    , 381    , 43     , 40     , 10     
87  , 1154715, 378    , 381    , 43     , 40     , 10     
88  , 1154765, 376    , 381    , 43     , 44     , 10     
89  , 1154815, 376    , 381    , 43     , 44     , 10     
90  , 1154865, 380    , 380    , 45     , 44     , 10     
91  , 1154915, 380    , 380    , 45     , 44     , 10     
92  , 1154965, 381    , 381    , 45     , 44     , 10     
93  , 1155015, 381    , 381    , 45     , 44     , 10     
94  , 1155065, 380    , 380    , 40     , 44     , 10     
95  , 1155115, 380    , 380    , 40     , 44     , 10     
96  , 1155165, 381    , 378    , 40     , 44     , 10     
97  , 1155215, 381    , 378    , 40     , 44     , 10     
98  , 1155265, 383    , 380    , 39     , 47     , 10     
99  , 1155315, 383    , 380    , 39     , 47     , 10     
100 , 1155365, 383    , 381    , 37     , 47     , 10     
101 , 1155415, 383    , 381    , 37     , 47     , 10     
102 , 1155465, 381    , 378    , 37     , 44     , 10     
103 , 1155515, 381    , 378    , 37     , 44     , 10     
104 , 1155565, 380    , 380    , 39     , 47     , 10     
105 , 1155615, 380    , 380    , 39     , 47     , 10     
106 , 1155665, 381    , 381    , 39     , 47     , 10     
107 , 1155715, 381    , 381    , 39     , 47     , 10     
108 , 1155765, 380    , 380    , 39     , 44     , 10     
109 , 1155815, 380    , 380    , 39     , 44     , 10     
110 , 1155865, 380    , 383    , 39     , 44     , 10     
111 , 1155915, 380    , 383    , 39     , 44     , 10     
112 , 1155965, 376    , 381    , 39     , 42     , 10     
113 , 1156015, 376    , 381    , 39     , 42     , 10     
114 , 1156065, 378    , 383    , 45     , 44     , 10     
115 , 1156115, 378    , 383    , 45     , 44     , 10     
116 , 1156165, 380    , 380    , 43     , 42     , 10     
117 , 1156215, 380    , 380    , 43     , 42     , 10     
118 , 1156265, 380    , 381    , 43     , 42     , 10     
119 , 1156315, 380    , 381    , 43     , 42     , 10     
120 , 1156365, 385    , 376    , 43     , 44     , 10     
121 , 1156415, 385    , 376    , 43     , 44     , 10     
122 , 1156465, 383    , 376    , 35     , 50     , 10     
123 , 1156515, 383    , 376    , 35     , 50     , 10     
124 , 1156565, 386    , 375    , 37     , 50     , 10     
125 , 1156615, 386    , 375    , 37     , 50     , 10     
126 , 1156665, 390    , 375    , 34     , 51     , 10     
127 , 1156715, 390    , 375    , 34     , 51     , 10     
128 , 1156765, 383    , 375    , 29     , 51     , 10     
129 , 1156815, 383    , 375    , 29     , 51     , 10     
130 , 1156865, 380    , 376    , 37     , 51     , 10     
131 , 1156915, 380    , 376    , 37     , 51     , 10     
132 , 1156965, 373    , 385    , 37     , 50     , 10     
133 , 1157015, 373    , 385    , 37     , 50     , 10     
134 , 1157065, 371    , 388    , 48     , 40     , 10     
135 , 1157115, 371    , 388    , 48     , 40     , 10     
136 , 1157165, 373    , 390    , 50     , 37     , 10     
137 , 1157215, 373    , 390    , 50     , 37     , 10     
138 , 1157265, 375    , 385    , 48     , 34     , 10     
139 , 1157315, 375    , 385    , 48     , 34     , 10     
140 , 1157365, 378    , 383    , 46     , 40     , 10     
141 , 1157415, 378    , 383    , 46     , 40     , 10     
142 , 1157465, 386    , 376    , 43     , 42     , 10     
143 , 1157515, 386    , 376    , 43     , 42     , 10     
144 , 1157565, 383    , 381    , 34     , 49     , 10     
145 , 1157615, 383    , 381    , 34     , 49     , 10     
146 , 1157665, 378    , 380    , 37     , 44     , 10     
147 , 1157715, 378    , 380    , 37     , 44     , 10     
148 , 1157765, 378    , 383    , 43     , 44     , 10     
149 , 1157815, 378    , 383    , 43     , 44     , 10     
150 , 1157865, 373    , 386    , 43     , 42     , 10     
151 , 1157915, 373    , 386    , 43     , 42     , 10     
152 , 1157965, 375    , 385    , 48     , 38     , 10     
153 , 1158015, 375    , 385    , 48     , 38     , 10     
154 , 1158065, 383    , 381    , 46     , 39     , 10     
155 , 1158115, 383    , 381    , 46     , 39     , 10     
156 , 1158165, 380    , 380    , 37     , 44     , 10     
157 , 1158215, 380    , 380    , 37     , 44     , 10     
158 , 1158265, 383    , 373    , 37     , 44     , 10     
159 , 1158315, 383    , 373    , 37     , 44     , 10     
160 , 1158365, 383    , 378    , 37     , 53     , 10     
161 , 1158415, 383    , 378    , 37     , 53     , 10     
162 , 1158465, 383    , 378    , 37     , 47     , 10     
163 , 1158515, 383    , 378    , 37     , 47     , 10     
164 , 1158565, 380    , 378    , 37     , 47     , 10     
165 , 1158615, 380    , 378    , 37     , 47     , 10     
166 , 1158665, 383    , 380    , 37     , 47     , 10     
167 , 1158715, 383    , 380    , 37     , 47     , 10     
168 , 1158765, 376    , 378    , 37     , 47     , 10     
169 , 1158815, 376    , 378    , 37     , 47     , 10     
170 , 1158865, 380    , 381    , 45     , 47     , 10     
171 , 1158915, 380    , 381    , 45     , 47     , 10     
172 , 1158965, 381    , 385    , 45     , 44     , 10     
173 , 1159015, 381    , 385    , 45     , 44     , 10     
174 , 1159065, 381    , 378    , 39     , 39     , 10     
175 , 1159115, 381    , 378    , 39     , 39     , 10     
176 , 1159165, 380    , 378    , 39     , 47     , 10     
177 , 1159215, 380    , 378    , 39     , 47     , 10     
178 , 1159265, 380    , 381    , 39     , 47     , 10     
179 , 1159315, 380    , 381    , 39     , 47     , 10     
180 , 1159365, 381    , 381    , 39     , 44     , 10     
181 , 1159415, 381    , 381    , 39     , 44     , 10     
