0   , 4917047, 0      , 0      , 100    , 100    
1   , 4917072, 0      , 0      , 100    , 100    
2   , 4917097, 0      , 0      , 100    , 100    
3   , 4917122, 0      , 0      , 100    , 100    
4   , 4917147, 0      , 0      , 100    , 100    
5   , 4917172, 0      , 0      , 100    , 100    
6   , 4917197, 0      , 0      , 100    , 100    
7   , 4917222, 0      , 0      , 100    , 100    
8   , 4917247, 0      , 0      , 100    , 100    
9   , 4917272, 0      , 0      , 100    , 100    
10  , 4917297, 0      , 0      , 100    , 100    
11  , 4917322, 0      , 0      , 100    , 100    
12  , 4917347, 0      , 0      , 100    , 100    
13  , 4917372, 0      , 0      , 100    , 100    
14  , 4917397, 0      , 0      , 100    , 100    
15  , 4917422, 0      , 0      , 100    , 100    
16  , 4917447, 0      , 0      , 100    , 100    
17  , 4917472, 0      , 0      , 100    , 100    
18  , 4917497, 0      , 0      , 100    , 100    
19  , 4917522, 0      , 0      , 100    , 100    
20  , 4917547, 0      , 0      , 100    , 100    
21  , 4917572, 0      , 0      , 100    , 100    
22  , 4917597, 0      , 0      , 100    , 100    
23  , 4917622, 0      , 0      , 100    , 100    
24  , 4917647, 0      , 0      , 100    , 100    
25  , 4917672, 0      , 0      , 100    , 100    
26  , 4917697, 0      , 0      , 100    , 100    
27  , 4917722, 0      , 0      , 100    , 100    
28  , 4917747, 0      , 0      , 100    , 100    
29  , 4917772, 0      , 0      , 100    , 100    
30  , 4917797, 0      , 0      , 100    , 100    
31  , 4917822, 0      , 0      , 100    , 100    
32  , 4917847, 0      , 0      , 100    , 100    
33  , 4917872, 0      , 0      , 100    , 100    
34  , 4917897, 0      , 0      , 100    , 100    
35  , 4917922, 0      , 0      , 100    , 100    
36  , 4917947, 0      , 0      , 100    , 100    
37  , 4917972, 0      , 0      , 100    , 100    
38  , 4917997, 0      , 0      , 100    , 100    
39  , 4918022, 0      , 0      , 100    , 100    
40  , 4918047, 0      , 0      , 100    , 100    
41  , 4918072, 0      , 0      , 100    , 100    
42  , 4918097, 0      , 0      , 100    , 100    
43  , 4918122, 0      , 0      , 100    , 100    
44  , 4918147, 0      , 0      , 100    , 100    
45  , 4918172, 0      , 0      , 100    , 100    
46  , 4918197, 0      , 0      , 100    , 100    
47  , 4918222, 0      , 0      , 100    , 100    
48  , 4918247, 0      , 0      , 100    , 100    
49  , 4918272, 0      , 0      , 100    , 100    
50  , 4918297, 0      , 0      , 100    , 100    
51  , 4918322, 0      , 0      , 100    , 100    
52  , 4918347, 0      , 0      , 100    , 100    
53  , 4918372, 0      , 0      , 100    , 100    
54  , 4918397, 0      , 0      , 100    , 100    
55  , 4918422, 0      , 0      , 100    , 100    
56  , 4918447, 0      , 0      , 100    , 100    
57  , 4918472, 0      , 0      , 100    , 100    
58  , 4918497, 0      , 0      , 100    , 100    
59  , 4918522, 0      , 0      , 100    , 100    
60  , 4918547, 0      , 0      , 100    , 100    
61  , 4918572, 0      , 0      , 100    , 100    
62  , 4918597, 0      , 0      , 100    , 100    
63  , 4918622, 0      , 0      , 100    , 100    
64  , 4918647, 0      , 0      , 100    , 100    
65  , 4918672, 0      , 0      , 100    , 100    
66  , 4918697, 0      , 0      , 100    , 100    
67  , 4918722, 0      , 0      , 100    , 100    
68  , 4918747, 0      , 0      , 100    , 100    
69  , 4918772, 0      , 0      , 100    , 100    
70  , 4918797, 0      , 0      , 100    , 100    
71  , 4918822, 0      , 0      , 100    , 100    
72  , 4918847, 0      , 0      , 100    , 100    
73  , 4918872, 0      , 0      , 100    , 100    
74  , 4918897, 0      , 0      , 100    , 100    
75  , 4918922, 0      , 0      , 100    , 100    
76  , 4918947, 0      , 0      , 100    , 100    
77  , 4918972, 0      , 0      , 100    , 100    
78  , 4918997, 0      , 0      , 100    , 100    
79  , 4919022, 0      , 0      , 100    , 100    
80  , 4919047, 0      , 0      , 100    , 100    
81  , 4919072, 0      , 0      , 100    , 100    
82  , 4919097, 0      , 0      , 100    , 100    
83  , 4919122, 0      , 0      , 100    , 100    
84  , 4919147, 0      , 0      , 100    , 100    
85  , 4919172, 0      , 0      , 100    , 100    
86  , 4919197, 0      , 0      , 100    , 100    
87  , 4919222, 0      , 0      , 100    , 100    
88  , 4919247, 0      , 0      , 100    , 100    
89  , 4919272, 0      , 0      , 100    , 100    
90  , 4919297, 0      , 0      , 100    , 100    
91  , 4919322, 0      , 0      , 100    , 100    
92  , 4919347, 0      , 0      , 100    , 100    
93  , 4919372, 0      , 0      , 100    , 100    
94  , 4919397, 0      , 0      , 100    , 100    
95  , 4919422, 0      , 0      , 100    , 100    
96  , 4919447, 0      , 0      , 100    , 100    
97  , 4919472, 0      , 0      , 100    , 100    
98  , 4919497, 0      , 0      , 100    , 100    
99  , 4919522, 0      , 0      , 100    , 100    
100 , 4919547, 0      , 0      , 100    , 100    
101 , 4919572, 0      , 0      , 100    , 100    
102 , 4919597, 15     , 3      , 100    , 100    
103 , 4919622, 15     , 3      , 100    , 100    
104 , 4919647, 15     , 3      , 100    , 100    
105 , 4919672, 15     , 3      , 100    , 100    
106 , 4919697, 73     , 66     , 100    , 100    
107 , 4919722, 73     , 66     , 100    , 100    
108 , 4919747, 73     , 66     , 100    , 100    
109 , 4919772, 73     , 66     , 100    , 100    
110 , 4919797, 115    , 108    , 100    , 100    
111 , 4919822, 115    , 108    , 100    , 100    
112 , 4919847, 115    , 108    , 100    , 100    
113 , 4919872, 115    , 108    , 100    , 100    
114 , 4919897, 155    , 155    , 100    , 100    
115 , 4919922, 155    , 155    , 100    , 100    
116 , 4919947, 155    , 155    , 100    , 100    
117 , 4919972, 155    , 155    , 100    , 100    
118 , 4919997, 188    , 193    , 100    , 100    
119 , 4920022, 188    , 193    , 100    , 100    
120 , 4920047, 188    , 193    , 100    , 100    
121 , 4920072, 188    , 193    , 100    , 100    
122 , 4920097, 230    , 230    , 100    , 100    
123 , 4920122, 230    , 230    , 100    , 100    
124 , 4920147, 230    , 230    , 100    , 100    
125 , 4920172, 230    , 230    , 100    , 100    
126 , 4920197, 258    , 261    , 100    , 100    
127 , 4920222, 258    , 261    , 100    , 100    
128 , 4920247, 258    , 261    , 100    , 100    
129 , 4920272, 258    , 261    , 100    , 100    
130 , 4920297, 286    , 293    , 100    , 100    
131 , 4920322, 286    , 293    , 100    , 100    
132 , 4920347, 286    , 293    , 100    , 100    
133 , 4920372, 286    , 293    , 100    , 100    
134 , 4920397, 316    , 318    , 100    , 100    
135 , 4920422, 316    , 318    , 100    , 100    
136 , 4920447, 316    , 318    , 100    , 100    
137 , 4920472, 316    , 318    , 100    , 100    
138 , 4920497, 340    , 343    , 100    , 100    
139 , 4920522, 340    , 343    , 100    , 100    
140 , 4920547, 340    , 343    , 100    , 100    
141 , 4920572, 340    , 343    , 100    , 100    
142 , 4920597, 358    , 363    , 100    , 100    
143 , 4920622, 358    , 363    , 100    , 100    
144 , 4920647, 358    , 363    , 100    , 100    
145 , 4920672, 358    , 363    , 100    , 100    
146 , 4920697, 383    , 386    , 100    , 100    
147 , 4920722, 383    , 386    , 100    , 100    
148 , 4920747, 383    , 386    , 100    , 100    
149 , 4920772, 383    , 386    , 100    , 100    
150 , 4920797, 398    , 403    , 90     , 92     
151 , 4920822, 398    , 403    , 90     , 92     
152 , 4920847, 398    , 403    , 90     , 92     
153 , 4920872, 398    , 403    , 90     , 92     
154 , 4920897, 416    , 421    , 89     , 87     
155 , 4920922, 416    , 421    , 89     , 87     
156 , 4920947, 416    , 421    , 89     , 87     
157 , 4920972, 416    , 421    , 89     , 87     
158 , 4920997, 433    , 435    , 79     , 75     
159 , 4921022, 433    , 435    , 79     , 75     
160 , 4921047, 433    , 435    , 79     , 75     
161 , 4921072, 433    , 435    , 79     , 75     
162 , 4921097, 445    , 450    , 65     , 64     
163 , 4921122, 445    , 450    , 65     , 64     
164 , 4921147, 445    , 450    , 65     , 64     
165 , 4921172, 445    , 450    , 65     , 64     
166 , 4921197, 453    , 455    , 54     , 48     
167 , 4921222, 453    , 455    , 54     , 48     
168 , 4921247, 453    , 455    , 54     , 48     
169 , 4921272, 453    , 455    , 54     , 48     
170 , 4921297, 453    , 453    , 46     , 43     
171 , 4921322, 453    , 453    , 46     , 43     
172 , 4921347, 453    , 453    , 46     , 43     
173 , 4921372, 453    , 453    , 46     , 43     
174 , 4921397, 453    , 456    , 48     , 48     
175 , 4921422, 453    , 456    , 48     , 48     
176 , 4921447, 453    , 456    , 48     , 48     
177 , 4921472, 453    , 456    , 48     , 48     
178 , 4921497, 453    , 451    , 50     , 45     
179 , 4921522, 453    , 451    , 50     , 45     
180 , 4921547, 453    , 451    , 50     , 45     
181 , 4921572, 453    , 451    , 50     , 45     
182 , 4921597, 451    , 453    , 52     , 54     
183 , 4921622, 451    , 453    , 52     , 54     
184 , 4921647, 451    , 453    , 52     , 54     
185 , 4921672, 451    , 453    , 52     , 54     
186 , 4921697, 446    , 450    , 57     , 54     
187 , 4921722, 446    , 450    , 57     , 54     
188 , 4921747, 446    , 450    , 57     , 54     
189 , 4921772, 446    , 450    , 57     , 54     
190 , 4921797, 450    , 450    , 68     , 61     
191 , 4921822, 450    , 450    , 68     , 61     
192 , 4921847, 450    , 450    , 68     , 61     
193 , 4921872, 450    , 450    , 68     , 61     
194 , 4921897, 450    , 453    , 66     , 64     
195 , 4921922, 450    , 453    , 66     , 64     
196 , 4921947, 450    , 453    , 66     , 64     
197 , 4921972, 450    , 453    , 66     , 64     
198 , 4921997, 450    , 453    , 69     , 62     
199 , 4922022, 450    , 453    , 69     , 62     
200 , 4922047, 450    , 453    , 69     , 62     
201 , 4922072, 450    , 453    , 69     , 62     
202 , 4922097, 456    , 453    , 72     , 64     
203 , 4922122, 456    , 453    , 72     , 64     
204 , 4922147, 456    , 453    , 72     , 64     
205 , 4922172, 456    , 453    , 72     , 64     
206 , 4922197, 455    , 453    , 65     , 66     
207 , 4922222, 455    , 453    , 65     , 66     
208 , 4922247, 455    , 453    , 65     , 66     
209 , 4922272, 455    , 453    , 65     , 66     
210 , 4922297, 461    , 461    , 68     , 68     
211 , 4922322, 461    , 461    , 68     , 68     
212 , 4922347, 461    , 461    , 68     , 68     
213 , 4922372, 461    , 461    , 68     , 68     
214 , 4922397, 456    , 460    , 60     , 57     
215 , 4922422, 456    , 460    , 60     , 57     
216 , 4922447, 456    , 460    , 60     , 57     
217 , 4922472, 456    , 460    , 60     , 57     
218 , 4922497, 461    , 463    , 67     , 57     
219 , 4922522, 461    , 463    , 67     , 57     
220 , 4922547, 461    , 463    , 67     , 57     
221 , 4922572, 461    , 463    , 67     , 57     
222 , 4922597, 465    , 461    , 61     , 54     
223 , 4922622, 465    , 461    , 61     , 54     
224 , 4922647, 465    , 461    , 61     , 54     
225 , 4922672, 465    , 461    , 61     , 54     
226 , 4922697, 466    , 463    , 54     , 56     
227 , 4922722, 466    , 463    , 54     , 56     
228 , 4922747, 466    , 463    , 54     , 56     
229 , 4922772, 466    , 463    , 54     , 56     
230 , 4922797, 468    , 465    , 51     , 53     
231 , 4922822, 468    , 465    , 51     , 53     
232 , 4922847, 468    , 465    , 51     , 53     
233 , 4922872, 468    , 465    , 51     , 53     
234 , 4922897, 465    , 463    , 46     , 48     
235 , 4922922, 465    , 463    , 46     , 48     
236 , 4922947, 465    , 463    , 46     , 48     
237 , 4922972, 465    , 463    , 46     , 48     
238 , 4922997, 461    , 465    , 48     , 50     
239 , 4923022, 461    , 465    , 48     , 50     
240 , 4923047, 461    , 465    , 48     , 50     
241 , 4923072, 461    , 465    , 48     , 50     
242 , 4923097, 465    , 460    , 53     , 46     
243 , 4923122, 465    , 460    , 53     , 46     
244 , 4923147, 465    , 460    , 53     , 46     
245 , 4923172, 465    , 460    , 53     , 46     
246 , 4923197, 460    , 461    , 46     , 46     
247 , 4923222, 460    , 461    , 46     , 46     
248 , 4923247, 460    , 461    , 46     , 46     
249 , 4923272, 460    , 461    , 46     , 46     
250 , 4923297, 460    , 461    , 46     , 51     
251 , 4923322, 460    , 461    , 46     , 51     
252 , 4923347, 460    , 461    , 46     , 51     
253 , 4923372, 460    , 461    , 46     , 51     
254 , 4923397, 455    , 456    , 46     , 51     
255 , 4923422, 455    , 456    , 46     , 51     
256 , 4923447, 455    , 456    , 46     , 51     
257 , 4923472, 455    , 456    , 46     , 51     
258 , 4923497, 456    , 456    , 61     , 58     
259 , 4923522, 456    , 456    , 61     , 58     
260 , 4923547, 456    , 456    , 61     , 58     
261 , 4923572, 456    , 456    , 61     , 58     
262 , 4923597, 456    , 461    , 61     , 60     
263 , 4923622, 456    , 461    , 61     , 60     
264 , 4923647, 456    , 461    , 61     , 60     
265 , 4923672, 456    , 461    , 61     , 60     
266 , 4923697, 455    , 455    , 62     , 53     
267 , 4923722, 455    , 455    , 62     , 53     
268 , 4923747, 455    , 455    , 62     , 53     
269 , 4923772, 455    , 455    , 62     , 53     
270 , 4923797, 455    , 460    , 65     , 62     
271 , 4923822, 455    , 460    , 65     , 62     
272 , 4923847, 455    , 460    , 65     , 62     
273 , 4923872, 455    , 460    , 65     , 62     
274 , 4923897, 461    , 460    , 66     , 62     
275 , 4923922, 461    , 460    , 66     , 62     
