0   , 2365067, 0      , 0      , 110    , 110    , 110    
1   , 2365117, 0      , 0      , 110    , 110    , 110    
2   , 2365167, 0      , 0      , 110    , 110    , 110    
3   , 2365217, 0      , 0      , 110    , 110    , 110    
4   , 2365267, 0      , 0      , 110    , 110    , 110    
5   , 2365317, 0      , 0      , 110    , 110    , 110    
6   , 2365367, 0      , 0      , 110    , 110    , 110    
7   , 2365417, 0      , 0      , 110    , 110    , 110    
8   , 2365467, 0      , 0      , 110    , 110    , 110    
9   , 2365517, 0      , 0      , 110    , 110    , 110    
10  , 2365567, 0      , 0      , 110    , 110    , 110    
11  , 2365617, 0      , 0      , 110    , 110    , 110    
12  , 2365667, 0      , 0      , 110    , 110    , 110    
13  , 2365717, 0      , 0      , 110    , 110    , 110    
14  , 2365767, 0      , 0      , 110    , 110    , 110    
15  , 2365817, 0      , 0      , 110    , 110    , 110    
16  , 2365867, 0      , 0      , 110    , 110    , 110    
17  , 2365917, 0      , 0      , 110    , 110    , 110    
18  , 2365967, 0      , 0      , 110    , 110    , 110    
19  , 2366017, 0      , 0      , 110    , 110    , 110    
20  , 2366067, 0      , 0      , 110    , 110    , 110    
21  , 2366117, 0      , 0      , 110    , 110    , 110    
22  , 2366167, 0      , 0      , 110    , 110    , 110    
23  , 2366217, 0      , 0      , 110    , 110    , 110    
24  , 2366267, 0      , 0      , 110    , 110    , 110    
25  , 2366317, 0      , 0      , 110    , 110    , 110    
26  , 2366367, 0      , 0      , 110    , 110    , 110    
27  , 2366417, 0      , 0      , 110    , 110    , 110    
28  , 2366467, 0      , 0      , 110    , 110    , 110    
29  , 2366517, 0      , 0      , 110    , 110    , 110    
30  , 2366567, 0      , 0      , 110    , 110    , 110    
31  , 2366617, 0      , 0      , 110    , 110    , 110    
32  , 2366667, 0      , 0      , 110    , 110    , 110    
33  , 2366717, 0      , 0      , 110    , 110    , 110    
34  , 2366767, 0      , 0      , 110    , 110    , 110    
35  , 2366817, 0      , 0      , 110    , 110    , 110    
36  , 2366867, 0      , 0      , 110    , 110    , 110    
37  , 2366917, 0      , 0      , 110    , 110    , 110    
38  , 2366967, 0      , 0      , 110    , 110    , 110    
39  , 2367017, 0      , 0      , 110    , 110    , 110    
40  , 2367067, 0      , 0      , 110    , 110    , 110    
41  , 2367117, 0      , 0      , 110    , 110    , 110    
42  , 2367167, 0      , 0      , 110    , 110    , 110    
43  , 2367217, 0      , 0      , 110    , 110    , 110    
44  , 2367267, 0      , 0      , 110    , 110    , 110    
45  , 2367317, 0      , 0      , 110    , 110    , 110    
46  , 2367367, 0      , 0      , 110    , 110    , 110    
47  , 2367417, 0      , 0      , 110    , 110    , 110    
48  , 2367467, 0      , 0      , 110    , 110    , 110    
49  , 2367517, 0      , 0      , 110    , 110    , 110    
50  , 2367567, 0      , 0      , 110    , 110    , 110    
51  , 2367617, 0      , 0      , 110    , 110    , 110    
52  , 2367667, 0      , 0      , 110    , 110    , 110    
53  , 2367717, 0      , 0      , 110    , 110    , 110    
54  , 2367767, 0      , 0      , 110    , 110    , 110    
55  , 2367817, 0      , 0      , 110    , 110    , 110    
56  , 2367867, 0      , 0      , 110    , 110    , 110    
57  , 2367917, 0      , 0      , 110    , 110    , 110    
58  , 2367967, 0      , 0      , 110    , 110    , 110    
59  , 2368017, 0      , 0      , 110    , 110    , 110    
60  , 2368067, 0      , 0      , 110    , 110    , 110    
61  , 2368117, 0      , 0      , 110    , 110    , 110    
62  , 2368167, 0      , 0      , 110    , 110    , 110    
63  , 2368217, 0      , 0      , 110    , 110    , 110    
64  , 2368267, 0      , 0      , 110    , 110    , 110    
65  , 2368317, 0      , 0      , 110    , 110    , 110    
66  , 2368367, 0      , 0      , 110    , 110    , 110    
67  , 2368417, 0      , 0      , 110    , 110    , 110    
68  , 2368467, 0      , 0      , 110    , 110    , 110    
69  , 2368517, 0      , 0      , 110    , 110    , 110    
70  , 2368567, 0      , 0      , 110    , 110    , 110    
71  , 2368617, 0      , 0      , 110    , 110    , 110    
72  , 2368667, 0      , 0      , 110    , 110    , 110    
73  , 2368717, 0      , 0      , 110    , 110    , 110    
74  , 2368767, 0      , 0      , 110    , 110    , 110    
75  , 2368817, 0      , 0      , 110    , 110    , 110    
76  , 2368867, 0      , 0      , 110    , 110    , 110    
77  , 2368917, 0      , 0      , 110    , 110    , 110    
78  , 2368967, 0      , 0      , 110    , 110    , 110    
79  , 2369017, 0      , 0      , 110    , 110    , 110    
80  , 2369067, 0      , 0      , 110    , 110    , 110    
81  , 2369117, 0      , 0      , 110    , 110    , 110    
82  , 2369167, 0      , 0      , 110    , 110    , 110    
83  , 2369217, 0      , 0      , 110    , 110    , 110    
84  , 2369267, 0      , 0      , 110    , 110    , 110    
85  , 2369317, 0      , 0      , 110    , 110    , 110    
86  , 2369367, 0      , 0      , 110    , 110    , 110    
87  , 2369417, 0      , 0      , 110    , 110    , 110    
88  , 2369467, 0      , 0      , 110    , 110    , 110    
89  , 2369517, 0      , 0      , 110    , 110    , 110    
90  , 2369567, 0      , 0      , 110    , 110    , 110    
91  , 2369617, 0      , 0      , 110    , 110    , 110    
92  , 2369667, 0      , 0      , 110    , 110    , 110    
93  , 2369717, 0      , 0      , 110    , 110    , 110    
94  , 2369767, 0      , 0      , 110    , 110    , 110    
95  , 2369817, 0      , 0      , 110    , 110    , 110    
96  , 2369867, 0      , 0      , 110    , 110    , 110    
97  , 2369917, 0      , 0      , 110    , 110    , 110    
98  , 2369967, 0      , 0      , 110    , 110    , 110    
99  , 2370017, 0      , 0      , 110    , 110    , 110    
100 , 2370067, 0      , 0      , 110    , 110    , 110    
101 , 2370117, 0      , 0      , 110    , 110    , 110    
102 , 2370167, 0      , 0      , 110    , 110    , 110    
103 , 2370217, 0      , 0      , 110    , 110    , 110    
104 , 2370267, 0      , 0      , 110    , 110    , 110    
105 , 2370317, 0      , 0      , 110    , 110    , 110    
106 , 2370367, 0      , 0      , 110    , 110    , 110    
107 , 2370417, 0      , 0      , 110    , 110    , 110    
108 , 2370467, 0      , 0      , 110    , 110    , 110    
109 , 2370517, 0      , 0      , 110    , 110    , 110    
110 , 2370567, 0      , 0      , 110    , 110    , 110    
111 , 2370617, 0      , 0      , 110    , 110    , 110    
112 , 2370667, 0      , 0      , 110    , 110    , 110    
113 , 2370717, 0      , 0      , 110    , 110    , 110    
114 , 2370767, 0      , 0      , 110    , 110    , 110    
115 , 2370817, 0      , 0      , 110    , 110    , 110    
116 , 2370867, 0      , 0      , 110    , 110    , 110    
117 , 2370917, 0      , 0      , 110    , 110    , 110    
118 , 2370967, 0      , 0      , 110    , 110    , 110    
119 , 2371017, 0      , 0      , 110    , 110    , 110    
120 , 2371067, 0      , 0      , 110    , 110    , 110    
121 , 2371117, 0      , 0      , 110    , 110    , 110    
122 , 2371167, 0      , 0      , 110    , 110    , 110    
123 , 2371217, 0      , 0      , 110    , 110    , 110    
124 , 2371267, 0      , 0      , 110    , 110    , 110    
125 , 2371317, 0      , 0      , 110    , 110    , 110    
126 , 2371367, 0      , 0      , 110    , 110    , 110    
127 , 2371417, 0      , 0      , 110    , 110    , 110    
128 , 2371467, 0      , 0      , 110    , 110    , 110    
129 , 2371517, 0      , 0      , 110    , 110    , 110    
130 , 2371567, 0      , 0      , 110    , 110    , 110    
131 , 2371617, 0      , 0      , 110    , 110    , 110    
132 , 2371667, 0      , 0      , 110    , 110    , 110    
133 , 2371717, 0      , 0      , 110    , 110    , 110    
134 , 2371768, 0      , 0      , 110    , 110    , 110    
135 , 2371818, 0      , 0      , 110    , 110    , 110    
136 , 2371868, 0      , 0      , 110    , 110    , 110    
137 , 2371918, 0      , 0      , 110    , 110    , 110    
138 , 2371968, 0      , 0      , 110    , 110    , 110    
139 , 2372018, 0      , 0      , 110    , 110    , 110    
140 , 2372068, 0      , 0      , 110    , 110    , 110    
141 , 2372118, 0      , 0      , 110    , 110    , 110    
142 , 2372168, 0      , 0      , 110    , 110    , 110    
